"Guys Weekend","Tortilla Chips - 2 bags"
"Guys Weekend","Bottled Water - 24 pack"
"Guys Weekend","Diet Coke - 12 pack"
"Guys Weekend","Coke - 12 pack"
"Guys Weekend","Polar Seltzers - 12 pack"
"Rockland & Camden Maine Breweries:","Blaze Brewing Company"
"Rockland & Camden Maine Breweries:","The Camden brewhouse"
"Rockland & Camden Maine Breweries:","Sea Dog Brewing Co."
"Rockland & Camden Maine Breweries:","Liberator Brewing Company"
"Rockland & Camden Maine Breweries:","Rock Harbor Brewing Co."
"Northern Mid Coast Maine Breweries:","Penobscot Bay Brewery"
"Northern Mid Coast Maine Breweries:","Tattooed Dad Brewing Co."
"Northern Mid Coast Maine Breweries:","Marshall Wharf Brewing Co."
"Northern Mid Coast Maine Breweries:","Threshers Brewing Co"
"Northern Mid Coast Maine Breweries:","Lake St. George Brewing Company"
"Central Mid-Coast Maine Breweries:","North Haven Brewing Co."
"Central Mid-Coast Maine Breweries:","The Pour Farm"
"Central Mid-Coast Maine Breweries:","Waterman's Beach Brewery"
"Central Mid-Coast Maine Breweries:","Odd Alewives Farm Brewery"
"Central Mid-Coast Maine Breweries:","Oxbow Brewing Company"
"Central Mid-Coast Maine Breweries:","Sheepscot Valley Brewing Company"
"Southern Mid Coast Maine Breweries:","Monhegan Brewing Company"
"Southern Mid Coast Maine Breweries:","Footbridge Brewer"
"Southern Mid Coast Maine Breweries:","Boothbay Craft Brewery"
"Southern Mid Coast Maine Breweries:","Sasanoa Brewing"
"Southern Mid Coast Maine Breweries:","Bath Ale Works"
"Southern Mid Coast Maine Breweries:","Bath Brewing Company"
"Southern Mid Coast Maine Breweries:","Trinken Brewing Co."
"Southern Mid Coast Maine Breweries:","Flight Deck Brewing"
"Southern Mid Coast Maine Breweries:","Black Pug Brewing"
"Southern Mid Coast Maine Breweries:","Moderation Brewing"
"Blueberry Lemonade kit","Triple 8 Blueberry Vodka - 1 bottle"
"Blueberry Lemonade kit","Lemonade - 1 bottle"
"Blueberry Lemonade kit","Fresh Mint - 1 box"
"Blueberry Lemonade kit","Ice - 1 bag"
"Clase Azul kit","Reposado - 750 ml"
"Clase Azul kit","Blanco - 750 ml"
"Clase Azul kit","Anejo - 750 ml"
"Clase Azul kit","Mezcal - 750 ml"
"Clase Azul kit","Reposado 25th Anniversary - 750 ml"
"Mimosa kit","Prosecco - 1 bottle"
"Mimosa kit","Orange juice - 1 bottle"
"Mimosa kit","Ice - 1 bag"
"Dark N' Stormy kit","Gosling's Black Seal Rum - 1 bottle"
"Dark N' Stormy kit","Ginger beer - 12 pack"
"Dark N' Stormy kit","Limes - 3"
"Dark N' Stormy kit","Ice - 1 bag"
"Margarita kit","Casamigos Blanco - 750 ml"
"Margarita kit","Kosher Salt - 1 box"
"Margarita kit","Agave - 1 bottle"
"Margarita kit","Organic Lime Juice - 1 bottle"
"Margarita kit","Ice - 1 bag"
"Margarita kit","Limes - 3"
